query,entity,predicate,sparql_query
Is Cologny a neighbouring city of Geneva?,Geneva,agglomeration,3.9975549332490536,ASK WHERE { <http://dbpedia.org/resource/Geneva> <http://dbpedia.org/property/neighboringMunicipalities> <http://dbpedia.org/resource/Cologny> }
Did Raymond Picard take birth in Paris?,Raymond_Picard,nationality,1.2943988079206805,ASK WHERE { <http://dbpedia.org/resource/Raymond_Picard> <http://dbpedia.org/property/birthplace> <http://dbpedia.org/resource/Paris> }
Was Elton John a chairman of a Watford FC Season?,2002–03_Watford_F.C._season,chairman,6.6402457278012275,ASK WHERE { <http://dbpedia.org/resource/1999–2000_Watford_F.C._season> <http://dbpedia.org/ontology/chairman> <http://dbpedia.org/resource/Elton_John> }
Was Cliff Burton in Metallica?,Metallica,hometown,1.7771956370445525,ASK WHERE { <http://dbpedia.org/resource/Metallica> <http://dbpedia.org/property/pastMembers> <http://dbpedia.org/resource/Cliff_Burton> }
Does StandBy records distribute via Sony?,Sony,subsidiary,2.569470545345773,ASK WHERE { <http://dbpedia.org/resource/StandBy_Records> <http://dbpedia.org/ontology/distributingLabel> <http://dbpedia.org/resource/Sony> }
Did John Byrne create Emma Frost?,Emma_Frost,subcat,2.60206455923225,ASK WHERE { <http://dbpedia.org/resource/Emma_Frost> <http://dbpedia.org/property/creators> <http://dbpedia.org/resource/John_Byrne_(comics)> }
Was Heinrich Himmler ever a commanders of Army Group Oberrhein?,Heinrich_Himmler,battle,2.687373256542061,ASK WHERE { <http://dbpedia.org/resource/Army_Group_Oberrhein_(Germany)> <http://dbpedia.org/property/notableCommanders> <http://dbpedia.org/resource/Heinrich_Himmler> }
Is greasy pop recording the distributor of festival records?,Festival_Records,founder,2.182875236680919,ASK WHERE { <http://dbpedia.org/resource/Greasy_Pop_Records> <http://dbpedia.org/ontology/distributingLabel> <http://dbpedia.org/resource/Festival_Records> }
Is Sloth in the Chordate phylum?,Sloth,phylum,7.640244936222346,ASK WHERE { <http://dbpedia.org/resource/Sloth> <http://dbpedia.org/property/phylum> <http://dbpedia.org/resource/Chordate> }
Is Albert P Clark buried in Colorado?,Colorado,admittancedate,2.561369042782598,ASK WHERE { <http://dbpedia.org/resource/Albert_P._Clark> <http://dbpedia.org/property/placeofburial> <http://dbpedia.org/resource/Colorado> }
Is Christchurch the largest city of South Island?,South_Island,archipelago,1.9481889556645728,ASK WHERE { <http://dbpedia.org/resource/South_Island> <http://dbpedia.org/ontology/largestCity> <http://dbpedia.org/resource/Christchurch> }
Does AMC Gremlin have the Volkswagen engine?,AMC_Gremlin,engine,5.832890014164741,ASK WHERE { <http://dbpedia.org/resource/AMC_Gremlin> <http://dbpedia.org/property/engine> <http://dbpedia.org/resource/Volkswagen> }
Is Anne Hidalgo the mayor of Paris?,Paris,mayor,5.470319608723557,ASK WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> <http://dbpedia.org/resource/Anne_Hidalgo> }
Is the Vadodara railway junction onwed by Indian Railway Ministry?,India,calendar,2.383818139850466,ASK WHERE { <http://dbpedia.org/resource/Vadodara_Junction_railway_station> <http://dbpedia.org/ontology/owningOrganisation> <http://dbpedia.org/resource/Ministry_of_Railways_(India)> }
Is Latin the official language of Sovereign Military Order of Malta?,Latin,lingua,4.4147692339419935,ASK WHERE { <http://dbpedia.org/resource/Sovereign_Military_Order_of_Malta> <http://dbpedia.org/ontology/officialLanguage> <http://dbpedia.org/resource/Latin> }
Does Ford own the Ford Kansas Assembly plant?,Ford_Kansas_City_Assembly_Plant,free,0.9824046970479842,ASK WHERE { <http://dbpedia.org/resource/Ford_Kansas_City_Assembly_Plant> <http://dbpedia.org/ontology/owningOrganisation> <http://dbpedia.org/resource/Ford_Motor_Company> }
Did Stanlee write the Tales of Suspense?,Tales_of_Suspense,issues,2.6863647013780168,ASK WHERE { <http://dbpedia.org/resource/Tales_of_Suspense> <http://dbpedia.org/property/writers> <http://dbpedia.org/resource/Stan_Lee> }
does the US navy have the structure of command of us department of defence?,United_States,reason,2.2562927317392827,ASK WHERE { <http://dbpedia.org/resource/United_States_Navy> <http://dbpedia.org/property/commandStructure> <http://dbpedia.org/resource/United_States_Department_of_Defense> }
