query	entity	predicate	sparql_query
Does StandBy records distribute via Sony?	StandBy_Records	subject	0.22030431951502044	ASK WHERE { <http://dbpedia.org/resource/StandBy_Records> <http://dbpedia.org/ontology/distributingLabel> <http://dbpedia.org/resource/Sony> }
Did John Byrne create Emma Frost?	Emma_Frost	name	0.26386664054666154	ASK WHERE { <http://dbpedia.org/resource/Emma_Frost> <http://dbpedia.org/property/creators> <http://dbpedia.org/resource/John_Byrne_(comics)> }
Was Heinrich Himmler ever a commanders of Army Group Oberrhein?	Heinrich_Himmler	years	0.25004658288553405	ASK WHERE { <http://dbpedia.org/resource/Army_Group_Oberrhein_(Germany)> <http://dbpedia.org/property/notableCommanders> <http://dbpedia.org/resource/Heinrich_Himmler> }
Is greasy pop recording the distributor of festival records?	Greasy_Pop_Records	country	0.29801196788480944	ASK WHERE { <http://dbpedia.org/resource/Greasy_Pop_Records> <http://dbpedia.org/ontology/distributingLabel> <http://dbpedia.org/resource/Festival_Records> }
Is Sloth in the Chordate phylum?	Phylum	reason	0.24852379333110974	ASK WHERE { <http://dbpedia.org/resource/Sloth> <http://dbpedia.org/property/phylum> <http://dbpedia.org/resource/Chordate> }
Is Albert P Clark buried in Colorado?	Colorado	point	0.2444085835248873	ASK WHERE { <http://dbpedia.org/resource/Albert_P._Clark> <http://dbpedia.org/property/placeofburial> <http://dbpedia.org/resource/Colorado> }
Is Christchurch the largest city of South Island?	South_Island	country	0.3714546341066969	ASK WHERE { <http://dbpedia.org/resource/South_Island> <http://dbpedia.org/ontology/largestCity> <http://dbpedia.org/resource/Christchurch> }
Does AMC Gremlin have the Volkswagen engine?			-inf	ASK WHERE { <http://dbpedia.org/resource/AMC_Gremlin> <http://dbpedia.org/property/engine> <http://dbpedia.org/resource/Volkswagen> }
Is Anne Hidalgo the mayor of Paris?	Anne_Hidalgo	before	0.3485726919821886	ASK WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> <http://dbpedia.org/resource/Anne_Hidalgo> }
Is the Vadodara railway junction onwed by Indian Railway Ministry?	Vadodara_Junction_railway_station	trains	0.21781058276017845	ASK WHERE { <http://dbpedia.org/resource/Vadodara_Junction_railway_station> <http://dbpedia.org/ontology/owningOrganisation> <http://dbpedia.org/resource/Ministry_of_Railways_(India)> }
Is Latin the official language of Sovereign Military Order of Malta?	Malta	name	0.27473468244434385	ASK WHERE { <http://dbpedia.org/resource/Sovereign_Military_Order_of_Malta> <http://dbpedia.org/ontology/officialLanguage> <http://dbpedia.org/resource/Latin> }
Does Ford own the Ford Kansas Assembly plant?	Ford_Motor_Company	name	0.2609347105169087	ASK WHERE { <http://dbpedia.org/resource/Ford_Kansas_City_Assembly_Plant> <http://dbpedia.org/ontology/owningOrganisation> <http://dbpedia.org/resource/Ford_Motor_Company> }
Did Stanlee write the Tales of Suspense?	Suspense	subject	0.2092759590263458	ASK WHERE { <http://dbpedia.org/resource/Tales_of_Suspense> <http://dbpedia.org/property/writers> <http://dbpedia.org/resource/Stan_Lee> }
does the US navy have the structure of command of us department of defence?	United_States	reason	0.4424748155422376	ASK WHERE { <http://dbpedia.org/resource/United_States_Navy> <http://dbpedia.org/property/commandStructure> <http://dbpedia.org/resource/United_States_Department_of_Defense> }
